smiles,value,wdgraph_string
*CCCOC(=O)CCCCCCCCC(=O)O*,37.93,['[1*]CCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)CCCCCCCCC(=O)O*,44.62,['[1*]CCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,74.61,['[1*]CCCCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCOC(=O)CCCCCCCCC(=O)O*,45.6,['[1*]CCCCCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,75.09,['[1*]CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)c1ccc(C(=O)O*)cc1,31.7557344,['[1*]CCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)c1cccc(C(=O)O*)c1,40.99,['[1*]CCOC(=O)c1cccc(C(=O)O[2*])c1.[3*]CCOC(=O)c1cccc(C(=O)O[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,34.54432121,['[1*]CCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)c1cccc(C(=O)O*)c1,18.14,['[1*]CCCCOC(=O)c1cccc(C(=O)O[2*])c1.[3*]CCCCOC(=O)c1cccc(C(=O)O[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)c1ccc(C(=O)O*)cc1,21.11,['[1*]CCCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,84.06,['[1*]CCCCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,79.26,['[1*]CCCCCCCCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCCCCCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC(*)=O)c(Cl)c2)cc1Cl,48.47,['[1*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC([2*])=O)c(Cl)c2)cc1Cl.[3*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC([4*])=O)c(Cl)c2)cc1Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,40.762904,['[1*]CCOC(=O)c1ccc2cc(C(=O)O[2*])ccc2c1.[3*]CCOC(=O)c1ccc2cc(C(=O)O[4*])ccc2c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)CCCCC(=O)O*,63.01,['[1*]CCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)CCCCC(=O)O*,34.68,['[1*]CCCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC1CCC(OC(=O)CCCCC(*)=O)CC1,76.23,['[1*]OC1CCC(OC(=O)CCCCC([2*])=O)CC1.[3*]OC1CCC(OC(=O)CCCCC([4*])=O)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCC(=O)O*,44.85,['[1*]CCCCC(=O)O[2*].[3*]CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCC(=O)O*,44.91891622,['[1*]CCCCCC(=O)O[2*].[3*]CCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCC(=O)O*,48.08,['[1*]CCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCC(=O)O*,74.44953187,['[1*]CCCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCC(=O)O*,60.3,['[1*]CCCCCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCC(=O)O*,40.25,['[1*]CCCCCCC(=O)O[2*].[3*]CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCC(=O)O*,44.53,['[1*]CCCCCCCC(=O)O[2*].[3*]CCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCC(=O)O*,41.41,['[1*]CCCCCCCCC(=O)O[2*].[3*]CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCC(=O)O*,50.94,['[1*]CCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCC(=O)O*,59.84,['[1*]CCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,88.39,['[1*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,87.94,['[1*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,83.83,['[1*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,50.15,['[1*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCOC(=O)c1ccc(C(=O)O*)cc1,30.78,['[1*]CCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,14.88,['[1*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,17.69,['[1*]CCCCCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(C)CC(*)=O,71.37270952,['[1*]OC(C)CC([2*])=O.[3*]OC(C)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(C)C(*)=O,57.62,['[1*]OC(C)C([2*])=O.[3*]OC(C)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCC(=O)O*,45.00978462,['[1*]CCC(=O)O[2*].[3*]CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(CC)CC(*)=O,64.05,['[1*]OC(CC)CC([2*])=O.[3*]OC(CC)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(C)C(=O)O*,81.29,['[1*]CC(C)C(=O)O[2*].[3*]CC(C)C(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(CC(*)=O)C(Cl)(Cl)Cl,9.71,['[1*]OC(CC([2*])=O)C(Cl)(Cl)Cl.[3*]OC(CC([4*])=O)C(Cl)(Cl)Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(OC(=O)CCCCC(*)=O)cc1,62.08,['[1*]Oc1ccc(OC(=O)CCCCC([2*])=O)cc1.[3*]Oc1ccc(OC(=O)CCCCC([4*])=O)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,19.33,['[1*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,24.04,['[1*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,17.28,['[1*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,16.42,['[1*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,21.84,['[1*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,22.75,['[1*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,22.49,['[1*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,20.69,['[1*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,20.19,['[1*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,29.18,['[1*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(CC(*)=O)C(C)(Cl)Cl,37.3,['[1*]OC(CC([2*])=O)C(C)(Cl)Cl.[3*]OC(CC([4*])=O)C(C)(Cl)Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,18.79,['[1*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,18.52,['[1*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,27.1,['[1*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)CCCCCCCCC(=O)O*,37.28,['[1*]CCCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,21.6,['[1*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,21.52,['[1*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)CCCC(=O)O*,31.41,['[1*]CCCCOC(=O)CCCC(=O)O[2*].[3*]CCCCOC(=O)CCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,31.12,['[1*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,18.1,['[1*]CCCOC(=O)c1ccc2cc(C(=O)O[2*])ccc2c1.[3*]CCCOC(=O)c1ccc2cc(C(=O)O[4*])ccc2c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,17.83,['[1*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,26.33,['[1*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,19.53,['[1*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,18.18,['[1*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,20.25,['[1*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,16.63,['[1*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,15.48,['[1*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,14.52,['[1*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,8.62,['[1*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCNC(=O)CCCCC(=O)N*,64.85,['[1*]CCCCNC(=O)CCCCC(=O)N[2*].[3*]CCCCNC(=O)CCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCC(=O)N*,35.23,['[1*]CCCCCC(=O)N[2*].[3*]CCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCCCC(=O)N*,40.61,['[1*]CCCCCCNC(=O)CCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCCCCCC(=O)N*,62.18,['[1*]CCCCCCNC(=O)CCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCCCCCCC(=O)N*,22.04,['[1*]CCCCCCNC(=O)CCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,39.56,['[1*]CCCCCCNC(=O)CCCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
