wdgraph,value
['[1*]CCCCC(=O)O[2*].[3*]CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.85
['[1*]CCCCCC(=O)O[2*].[3*]CCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.91891622
['[1*]CCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],48.08
['[1*]CCCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],74.44953187
['[1*]CCCCCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],60.3
['[1*]CCCCCCC(=O)O[2*].[3*]CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],40.25
['[1*]CCCCCCCC(=O)O[2*].[3*]CCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.53
['[1*]CCCCCCCCC(=O)O[2*].[3*]CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],41.41
['[1*]CCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],50.94
['[1*]CCCCCCCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],59.84
['[1*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],88.39
['[1*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],87.94
['[1*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],83.83
['[1*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],50.15
['[1*]CCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],30.78
['[1*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],14.88
['[1*]CCCCCCCOC(=O)c1ccc(C(=O)O[2*])cc1.[3*]CCCCCCCOC(=O)c1ccc(C(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.69
['[1*]OC(C)CC([2*])=O.[3*]OC(C)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],71.37270952
['[1*]OC(C)C([2*])=O.[3*]OC(C)C([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],57.62
['[1*]CCC(=O)O[2*].[3*]CCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],45.00978462
['[1*]OC(CC)CC([2*])=O.[3*]OC(CC)CC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],64.05
['[1*]CC(C)C(=O)O[2*].[3*]CC(C)C(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],81.29
['[1*]OC(CC([2*])=O)C(Cl)(Cl)Cl.[3*]OC(CC([4*])=O)C(Cl)(Cl)Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],9.71
['[1*]Oc1ccc(OC(=O)CCCCC([2*])=O)cc1.[3*]Oc1ccc(OC(=O)CCCCC([4*])=O)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],62.08
['[1*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.33
['[1*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.04
['[1*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.28
['[1*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],16.42
['[1*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.84
['[1*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.75
['[1*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.49
['[1*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],20.69
['[1*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],20.19
['[1*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],29.18
['[1*]OC(CC([2*])=O)C(C)(Cl)Cl.[3*]OC(CC([4*])=O)C(C)(Cl)Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.3
['[1*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.79
['[1*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.52
['[1*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.1
['[1*]CCCCCOC(=O)CCCCCCCCC(=O)O[2*].[3*]CCCCCOC(=O)CCCCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],37.28
['[1*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[2*].[3*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.6
['[1*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[2*])cc2)cc1.[3*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[4*])cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.52
['[1*]CCCCOC(=O)CCCC(=O)O[2*].[3*]CCCCOC(=O)CCCC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.41
['[1*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.12
['[1*]CCCOC(=O)c1ccc2cc(C(=O)O[2*])ccc2c1.[3*]CCCOC(=O)c1ccc2cc(C(=O)O[4*])ccc2c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.1
['[1*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[2*])cc1.[3*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],17.83
['[1*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.33
['[1*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],19.53
['[1*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],18.18
['[1*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],20.25
['[1*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],16.63
['[1*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],15.48
['[1*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],14.52
['[1*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([2*])cc4C3=O)cc2)cc1.[3*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([4*])cc4C3=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],8.62
['[1*]CCCCNC(=O)CCCCC(=O)N[2*].[3*]CCCCNC(=O)CCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],64.85
['[1*]CCCCCC(=O)N[2*].[3*]CCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],35.23
['[1*]CCCCCCNC(=O)CCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],40.61
['[1*]CCCCCCNC(=O)CCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],62.18
['[1*]CCCCCCNC(=O)CCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.04
['[1*]CCCCCCNC(=O)CCCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],39.56
['[1*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],43.53
['[1*]CCCCCCC(=O)N[2*].[3*]CCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.57
['[1*]CCCCCCCC(=O)N[2*].[3*]CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],48.41
['[1*]CCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.27
['[1*]CCCCCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],46
['[1*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],40
['[1*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([2*])=O)CC2)CC1.[3*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([4*])=O)CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.59
['[1*]CCCCCCNC(=O)c1cccc(C(=O)N[2*])c1.[3*]CCCCCCNC(=O)c1cccc(C(=O)N[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],53.05
['[1*]Cc1cccc(CNC(=O)CCCCC(=O)N[2*])c1.[3*]Cc1cccc(CNC(=O)CCCCC(=O)N[4*])c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],25.87
['[1*]CCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],31.26
['[1*]C(=O)CCCCCCCCC(=O)N1CCN([2*])CC1.[3*]C(=O)CCCCCCCCC(=O)N1CCN([4*])CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],52.64
['[1*]CCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],24.7
['[1*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],32.24
['[1*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([2*])CC2)CC1.[3*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([4*])CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],53.56
['[1*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[2*].[3*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],50.69
['[1*]CC(C)(C)C(=O)N[2*].[3*]CC(C)(C)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],33.22
['[1*]CCCC(=O)N[2*].[3*]CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],38.13
['[1*]CCCCCNC(=O)CCCCCC(=O)N[2*].[3*]CCCCCNC(=O)CCCCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],38.39
['[1*]CCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],35.72
['[1*]CCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],26.16
['[1*]CCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],28.31
['[1*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],22.55
['[1*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[2*].[3*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],27.48
['[1*]CCCCNC(=O)c1ccc(C(=O)N[2*])cc1.[3*]CCCCNC(=O)c1ccc(C(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],94.18
['[1*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[2*])cc1.[3*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[4*])cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],44.13
['[1*]Nc1cccc(NC(=O)CCCCC([2*])=O)c1.[3*]Nc1cccc(NC(=O)CCCCC([4*])=O)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],46.36
['[1*]CCCCCCNC(=O)C(=O)N[2*].[3*]CCCCCCNC(=O)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],62.02
['[1*]C(=O)CCC=CCCC(=O)N1CCN([2*])CC1.[3*]C(=O)CCC=CCCC(=O)N1CCN([4*])CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],33.97
['[1*]CC1CCCC(CNC(=O)CCCCC(=O)N[2*])C1.[3*]CC1CCCC(CNC(=O)CCCCC(=O)N[4*])C1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],5.67
['[1*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([2*])=O)CC2)CC1.[3*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([4*])=O)CC2)CC1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],12.75
['[1*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[2*].[3*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],9.73
['[1*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],13.71
['[1*]CCCCCCNC(=O)C(CCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],21.85
['[1*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],23.23
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],32.76
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],53.53
['[1*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],11.47
['[1*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[2*].[3*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5'],38.94
